,date,TotalBeds,TotalBeds_change,TotalBeds_change_7day,TotalBeds_change_14day,TotalBeds_7day,TotalBeds_14day,TotalOpenBeds,TotalOpenBeds_change,TotalOpenBeds_change_7day,TotalOpenBeds_change_14day,TotalOpenBeds_7day,TotalOpenBeds_14day,TotalInUseBedsNonCOVID,TotalInUseBedsNonCOVID_change,TotalInUseBedsNonCOVID_change_7day,TotalInUseBedsNonCOVID_change_14day,TotalInUseBedsNonCOVID_7day,TotalInUseBedsNonCOVID_14day,TotalInUseBedsCOVID,TotalInUseBedsCOVID_change,TotalInUseBedsCOVID_change_7day,TotalInUseBedsCOVID_change_14day,TotalInUseBedsCOVID_7day,TotalInUseBedsCOVID_14day,ICUBeds,ICUBeds_change,ICUBeds_change_7day,ICUBeds_change_14day,ICUBeds_7day,ICUBeds_14day,ICUOpenBeds,ICUOpenBeds_change,ICUOpenBeds_change_7day,ICUOpenBeds_change_14day,ICUOpenBeds_7day,ICUOpenBeds_14day,ICUInUseBedsNonCOVID,ICUInUseBedsNonCOVID_change,ICUInUseBedsNonCOVID_change_7day,ICUInUseBedsNonCOVID_change_14day,ICUInUseBedsNonCOVID_7day,ICUInUseBedsNonCOVID_14day,ICUInUseBedsCOVID,ICUInUseBedsCOVID_change,ICUInUseBedsCOVID_change_7day,ICUInUseBedsCOVID_change_14day,ICUInUseBedsCOVID_7day,ICUInUseBedsCOVID_14day,VentilatorCapacity,VentilatorCapacity_change,VentilatorCapacity_change_7day,VentilatorCapacity_change_14day,VentilatorCapacity_7day,VentilatorCapacity_14day,VentilatorAvailable,VentilatorAvailable_change,VentilatorAvailable_change_7day,VentilatorAvailable_change_14day,VentilatorAvailable_7day,VentilatorAvailable_14day,VentilatorInUseNonCOVID,VentilatorInUseNonCOVID_change,VentilatorInUseNonCOVID_change_7day,VentilatorInUseNonCOVID_change_14day,VentilatorInUseNonCOVID_7day,VentilatorInUseNonCOVID_14day,VentilatorInUseCOVID,VentilatorInUseCOVID_change,VentilatorInUseCOVID_change_7day,VentilatorInUseCOVID_change_14day,VentilatorInUseCOVID_7day,VentilatorInUseCOVID_14day
133,2020-08-23,34710,65.0,14.285714285714286,8.785714285714286,34696.28571428572,34661.0,13864,701.0,-41.142857142857146,-19.142857142857142,13053.142857142857,13154.214285714286,19317,-716.0,57.57142857142857,24.5,20137.428571428572,19976.285714285714,1529,80.0,-2.142857142857143,3.4285714285714284,1505.7142857142858,1530.5,3807,15.0,2.142857142857143,2.4285714285714284,3798.5714285714284,3795.285714285714,1728,68.0,1.0,-0.5714285714285714,1628.142857142857,1630.4285714285713,1745,-48.0,2.0,4.285714285714286,1831.5714285714287,1821.4285714285713,334,-5.0,-0.8571428571428571,-1.2857142857142858,338.85714285714283,343.42857142857144,5720,8.0,-0.5714285714285714,0.5714285714285714,5723.857142857143,5722.714285714285,4572,27.0,0.7142857142857143,8.142857142857142,4556.0,4551.642857142857,1007,-43.0,-3.4285714285714284,-7.785714285714286,1039.0,1043.9285714285713,141,24.0,2.142857142857143,0.21428571428571427,128.85714285714286,127.14285714285714
134,2020-08-24,34701,-9.0,-2.4285714285714284,4.285714285714286,34693.857142857145,34665.28571428572,13645,-219.0,-28.0,-28.5,13025.142857142857,13125.714285714286,19507,190.0,20.0,26.357142857142858,20157.428571428572,20002.64285714286,1549,20.0,5.571428571428571,6.428571428571429,1511.2857142857142,1536.9285714285713,3807,0.0,0.0,1.2857142857142858,3798.5714285714284,3796.5714285714284,1661,-67.0,-12.428571428571429,-7.071428571428571,1615.7142857142858,1623.357142857143,1801,56.0,11.0,7.714285714285714,1842.5714285714287,1829.142857142857,345,11.0,1.4285714285714286,0.6428571428571429,340.2857142857143,344.07142857142856,5730,10.0,-1.4285714285714286,1.6428571428571428,5722.428571428572,5724.357142857143,4556,-16.0,-3.4285714285714284,-0.8571428571428571,4552.571428571428,4550.785714285715,1039,32.0,1.0,1.9285714285714286,1040.0,1045.857142857143,135,-6.0,1.0,0.5714285714285714,129.85714285714286,127.71428571428571
135,2020-08-25,34620,-81.0,-9.857142857142858,1.4285714285714286,34684.0,34666.71428571428,12565,-1080.0,5.714285714285714,-22.142857142857142,13030.857142857143,13103.57142857143,20482,975.0,-23.285714285714285,20.142857142857142,20134.14285714286,20022.785714285714,1573,24.0,7.714285714285714,3.4285714285714284,1519.0,1540.357142857143,3807,0.0,2.0,1.0,3800.5714285714284,3797.5714285714284,1560,-101.0,1.4285714285714286,-4.357142857142857,1617.142857142857,1619.0,1897,96.0,-1.7142857142857142,5.857142857142857,1840.857142857143,1835.0,350,5.0,2.2857142857142856,-0.5,342.57142857142856,343.57142857142856,5731,1.0,-1.1428571428571428,1.5714285714285714,5721.285714285715,5725.928571428572,4547,-9.0,3.0,-0.9285714285714286,4555.571428571428,4549.857142857143,1052,13.0,-2.4285714285714284,2.2857142857142856,1037.5714285714287,1048.142857142857,132,-3.0,-1.7142857142857142,0.21428571428571427,128.14285714285714,127.92857142857143
136,2020-08-26,34624,4.0,-11.857142857142858,-1.5714285714285714,34672.142857142855,34665.142857142855,12449,-116.0,-20.142857142857142,-12.071428571428571,13010.714285714286,13091.5,20544,62.0,-7.714285714285714,10.285714285714286,20126.428571428572,20033.071428571428,1631,58.0,16.0,0.21428571428571427,1535.0,1540.5714285714287,3807,0.0,2.0,1.0,3802.5714285714284,3798.5714285714284,1488,-72.0,-10.0,-5.714285714285714,1607.142857142857,1613.2857142857142,1929,32.0,7.285714285714286,6.214285714285714,1848.142857142857,1841.2142857142858,390,40.0,4.714285714285714,0.5,347.2857142857143,344.07142857142856,5708,-23.0,-2.142857142857143,-0.07142857142857142,5719.142857142857,5725.857142857143,4475,-72.0,-22.571428571428573,-2.2142857142857144,4533.0,4547.642857142857,1082,30.0,16.571428571428573,0.42857142857142855,1054.142857142857,1048.5714285714287,151,19.0,3.857142857142857,1.7142857142857142,132.0,129.64285714285714
137,2020-08-27,34634,10.0,-8.571428571428571,0.35714285714285715,34663.57142857143,34665.5,12569,120.0,-11.285714285714286,-12.571428571428571,12999.42857142857,13078.92857142857,20519,-25.0,-0.14285714285714285,17.642857142857142,20126.285714285714,20050.714285714286,1546,-85.0,2.857142857142857,-4.714285714285714,1537.857142857143,1535.857142857143,3805,-2.0,1.7142857142857142,0.8571428571428571,3804.285714285714,3799.4285714285716,1536,48.0,2.2857142857142856,0.6428571428571429,1609.4285714285713,1613.9285714285713,1917,-12.0,-0.7142857142857143,-0.2857142857142857,1847.4285714285713,1840.9285714285713,352,-38.0,0.14285714285714285,0.5,347.42857142857144,344.57142857142856,5698,-10.0,-3.2857142857142856,-3.5,5715.857142857143,5722.357142857143,4501,26.0,-3.857142857142857,-2.5,4529.142857142857,4545.142857142857,1065,-17.0,-1.0,-1.4285714285714286,1053.142857142857,1047.142857142857,132,-19.0,1.5714285714285714,0.42857142857142855,133.57142857142858,130.07142857142858
138,2020-08-28,34639,5.0,-10.285714285714286,-1.3571428571428572,34653.28571428572,34664.142857142855,12686,117.0,-7.857142857142857,-15.857142857142858,12991.57142857143,13063.07142857143,20390,-129.0,-13.142857142857142,12.714285714285714,20113.14285714286,20063.428571428572,1563,17.0,10.714285714285714,1.7857142857142858,1548.5714285714287,1537.642857142857,3806,1.0,0.14285714285714285,0.9285714285714286,3804.4285714285716,3800.3571428571427,1522,-14.0,-15.857142857142858,-3.5714285714285716,1593.5714285714287,1610.357142857143,1935,18.0,12.142857142857142,3.142857142857143,1859.5714285714287,1844.0714285714287,349,-3.0,3.857142857142857,1.3571428571428572,351.2857142857143,345.92857142857144,5692,-6.0,-2.857142857142857,-2.642857142857143,5713.0,5719.714285714285,4541,40.0,4.714285714285714,6.0,4533.857142857143,4551.142857142857,1017,-48.0,-8.571428571428571,-9.142857142857142,1044.5714285714287,1038.0,134,2.0,1.0,0.5,134.57142857142858,130.57142857142858
139,2020-08-29,34612,-27.0,-4.714285714285714,1.1428571428571428,34648.57142857143,34665.28571428572,13256,570.0,13.285714285714286,-13.5,13004.857142857143,13049.57142857143,19884,-506.0,-21.285714285714285,22.428571428571427,20091.85714285714,20085.85714285714,1472,-91.0,3.2857142857142856,-7.785714285714286,1551.857142857143,1529.857142857143,3804,-2.0,1.7142857142857142,0.9285714285714286,3806.1428571428573,3801.285714285714,1582,60.0,-11.142857142857142,-5.571428571428571,1582.4285714285713,1604.7857142857142,1894,-41.0,14.428571428571429,7.714285714285714,1874.0,1851.7857142857142,328,-21.0,-1.5714285714285714,-1.2142857142857142,349.7142857142857,344.7142857142857,5692,0.0,-2.857142857142857,-2.4285714285714284,5710.142857142857,5717.285714285715,4479,-62.0,-9.428571428571429,-11.285714285714286,4524.428571428572,4539.857142857143,1058,41.0,1.1428571428571428,6.071428571428571,1045.7142857142858,1044.0714285714287,155,21.0,5.428571428571429,2.7857142857142856,140.0,133.35714285714286
140,2020-08-30,34618,6.0,-13.142857142857142,0.5714285714285714,34635.42857142857,34665.857142857145,13974,718.0,15.714285714285714,-12.714285714285714,13020.57142857143,13036.857142857143,19152,-732.0,-23.571428571428573,17.0,20068.285714285714,20102.85714285714,1492,20.0,-5.285714285714286,-3.7142857142857144,1546.5714285714287,1526.142857142857,3808,4.0,0.14285714285714285,1.1428571428571428,3806.285714285714,3802.4285714285716,1600,18.0,-18.285714285714285,-8.642857142857142,1564.142857142857,1596.142857142857,1861,-33.0,16.571428571428573,9.285714285714286,1890.5714285714287,1861.0714285714287,347,19.0,1.8571428571428572,0.5,351.57142857142856,345.2142857142857,5692,0.0,-4.0,-2.2857142857142856,5706.142857142857,5715.0,4346,-133.0,-32.285714285714285,-15.785714285714286,4492.142857142857,4524.071428571428,1189,131.0,26.0,11.285714285714286,1071.7142857142858,1055.357142857143,157,2.0,2.2857142857142856,2.2142857142857144,142.28571428571428,135.57142857142858
141,2020-08-31,34785,167.0,12.0,4.785714285714286,34647.42857142857,34670.642857142855,14053,79.0,58.285714285714285,15.142857142857142,13078.857142857143,13052.0,19219,67.0,-41.142857142857146,-10.571428571428571,20027.14285714286,20092.285714285714,1513,21.0,-5.142857142857143,0.21428571428571427,1541.4285714285713,1526.357142857143,3808,0.0,0.14285714285714285,0.07142857142857142,3806.4285714285716,3802.5,1694,94.0,4.714285714285714,-3.857142857142857,1568.857142857143,1592.2857142857142,1752,-109.0,-7.0,2.0,1883.5714285714287,1863.0714285714287,362,15.0,2.4285714285714284,1.9285714285714286,354.0,347.14285714285717,5694,2.0,-5.142857142857143,-3.2857142857142856,5701.0,5711.714285714285,4461,115.0,-13.571428571428571,-8.5,4478.571428571428,4515.571428571428,1087,-102.0,6.857142857142857,3.9285714285714284,1078.5714285714287,1059.2857142857142,146,-11.0,1.5714285714285714,1.2857142857142858,143.85714285714286,136.85714285714286
142,2020-09-01,34783,-2.0,23.285714285714285,6.714285714285714,34670.71428571428,34677.357142857145,13051,-1002.0,69.42857142857143,37.57142857142857,13148.285714285714,13089.57142857143,20136,917.0,-49.42857142857143,-36.357142857142854,19977.714285714286,20055.928571428572,1596,83.0,3.2857142857142856,5.5,1544.7142857142858,1531.857142857143,3806,-2.0,-0.14285714285714285,0.9285714285714286,3806.285714285714,3803.4285714285716,1565,-129.0,0.7142857142857143,1.0714285714285714,1569.5714285714287,1593.357142857143,1894,142.0,-0.42857142857142855,-1.0714285714285714,1883.142857142857,1862.0,347,-15.0,-0.42857142857142855,0.9285714285714286,353.57142857142856,348.07142857142856,5695,1.0,-5.142857142857143,-3.142857142857143,5695.857142857143,5708.571428571428,4394,-67.0,-21.857142857142858,-9.428571428571429,4456.714285714285,4506.142857142857,1159,72.0,15.285714285714286,6.428571428571429,1093.857142857143,1065.7142857142858,142,-4.0,1.4285714285714286,-0.14285714285714285,145.28571428571428,136.71428571428572
143,2020-09-02,34784,1.0,22.857142857142858,5.5,34693.57142857143,34682.857142857145,12645,-406.0,28.0,3.9285714285714284,13176.285714285714,13093.5,20519,383.0,-3.5714285714285716,-5.642857142857143,19974.14285714286,20050.285714285714,1620,24.0,-1.5714285714285714,7.214285714285714,1543.142857142857,1539.0714285714287,3804,-2.0,-0.42857142857142855,0.7857142857142857,3805.8571428571427,3804.214285714286,1496,-69.0,1.1428571428571428,-4.428571428571429,1570.7142857142858,1588.9285714285713,1948,54.0,2.7142857142857144,5.0,1885.857142857143,1867.0,360,13.0,-4.285714285714286,0.21428571428571427,349.2857142857143,348.2857142857143,5692,-3.0,-2.2857142857142856,-2.2142857142857144,5693.571428571428,5706.357142857143,4314,-80.0,-23.0,-22.785714285714285,4433.714285714285,4483.357142857143,1234,75.0,21.714285714285715,19.142857142857142,1115.5714285714287,1084.857142857143,144,2.0,-1.0,1.4285714285714286,144.28571428571428,138.14285714285714
144,2020-09-03,34787,3.0,21.857142857142858,6.642857142857143,34715.42857142857,34689.5,12686,41.0,16.714285714285715,2.7142857142857144,13193.0,13096.214285714286,20480,-39.0,-5.571428571428571,-2.857142857142857,19968.571428571428,20047.428571428572,1621,1.0,10.714285714285714,6.785714285714286,1553.857142857143,1545.857142857143,3805,1.0,0.0,0.8571428571428571,3805.8571428571427,3805.0714285714284,1525,29.0,-1.5714285714285714,0.35714285714285715,1569.142857142857,1589.2857142857142,1920,-28.0,0.42857142857142855,-0.14285714285714285,1886.2857142857142,1866.857142857143,360,0.0,1.1428571428571428,0.6428571428571429,350.42857142857144,348.92857142857144,5693,1.0,-0.7142857142857143,-2.0,5692.857142857143,5704.357142857143,4413,99.0,-12.571428571428571,-8.214285714285714,4421.142857142857,4475.142857142857,1125,-109.0,8.571428571428571,3.7857142857142856,1124.142857142857,1088.642857142857,155,11.0,3.2857142857142856,2.4285714285714284,147.57142857142858,140.57142857142858
145,2020-09-04,34791,4.0,21.714285714285715,5.714285714285714,34737.142857142855,34695.21428571428,12887,201.0,28.714285714285715,10.428571428571429,13221.714285714286,13106.642857142857,20354,-126.0,-5.142857142857143,-9.142857142857142,19963.428571428572,20038.285714285714,1550,-71.0,-1.8571428571428572,4.428571428571429,1552.0,1550.2857142857142,3805,0.0,-0.14285714285714285,0.0,3805.714285714286,3805.0714285714284,1563,38.0,5.857142857142857,-5.0,1575.0,1584.2857142857142,1879,-41.0,-8.0,2.0714285714285716,1878.2857142857142,1868.9285714285713,363,3.0,2.0,2.9285714285714284,352.42857142857144,351.85714285714283,5691,-2.0,-0.14285714285714285,-1.5,5692.714285714285,5702.857142857143,4455,42.0,-12.285714285714286,-3.7857142857142856,4408.857142857143,4471.357142857143,1085,-40.0,9.714285714285714,0.5714285714285714,1133.857142857143,1089.2142857142858,151,-4.0,2.4285714285714284,1.7142857142857142,150.0,142.28571428571428
146,2020-09-05,34792,1.0,25.714285714285715,10.5,34762.857142857145,34705.71428571428,13549,662.0,41.857142857142854,27.571428571428573,13263.57142857143,13134.214285714286,19739,-615.0,-20.714285714285715,-21.0,19942.714285714286,20017.285714285714,1504,-46.0,4.571428571428571,3.9285714285714284,1556.5714285714287,1554.2142857142858,3805,0.0,0.14285714285714285,0.9285714285714286,3805.8571428571427,3806.0,1644,81.0,8.857142857142858,-1.1428571428571428,1583.857142857143,1583.142857142857,1805,-74.0,-12.714285714285714,0.8571428571428571,1865.5714285714287,1869.7857142857142,356,-7.0,4.0,1.2142857142857142,356.42857142857144,353.07142857142856,5701,10.0,1.2857142857142858,-0.7857142857142857,5694.0,5702.071428571428,4377,-78.0,-14.571428571428571,-12.0,4394.285714285715,4459.357142857143,1190,105.0,18.857142857142858,10.0,1152.7142857142858,1099.2142857142858,134,-17.0,-3.0,1.2142857142857142,147.0,143.5
147,2020-09-06,34789,-3.0,24.428571428571427,5.642857142857143,34787.28571428572,34711.357142857145,14441,892.0,66.71428571428571,41.214285714285715,13330.285714285714,13175.42857142857,18864,-875.0,-41.142857142857146,-32.357142857142854,19901.571428571428,19984.928571428572,1484,-20.0,-1.1428571428571428,-3.2142857142857144,1555.4285714285713,1551.0,3806,1.0,-0.2857142857142857,-0.07142857142857142,3805.5714285714284,3805.9285714285716,1798,154.0,28.285714285714285,5.0,1612.142857142857,1588.142857142857,1656,-149.0,-29.285714285714285,-6.357142857142857,1836.2857142857142,1863.4285714285713,352,-4.0,0.7142857142857143,1.2857142857142858,357.14285714285717,354.35714285714283,5704,3.0,1.7142857142857142,-1.1428571428571428,5695.714285714285,5700.928571428572,4455,78.0,15.571428571428571,-8.357142857142858,4409.857142857143,4451.0,1112,-78.0,-11.0,7.5,1141.7142857142858,1106.7142857142858,137,3.0,-2.857142857142857,-0.2857142857142857,144.14285714285714,143.21428571428572
148,2020-09-07,34800,11.0,2.142857142857143,7.071428571428571,34789.42857142857,34718.42857142857,14506,65.0,64.71428571428571,61.5,13395.0,13236.92857142857,18790,-74.0,-61.285714285714285,-51.214285714285715,19840.285714285714,19933.714285714286,1504,20.0,-1.2857142857142858,-3.2142857142857144,1554.142857142857,1547.7857142857142,3806,0.0,-0.2857142857142857,-0.07142857142857142,3805.285714285714,3805.8571428571427,1797,-1.0,14.714285714285714,9.714285714285714,1626.857142857143,1597.857142857143,1666,10.0,-12.285714285714286,-9.642857142857142,1824.0,1853.7857142857142,343,-9.0,-2.7142857142857144,-0.14285714285714285,354.42857142857144,354.2142857142857,5701,-3.0,1.0,-2.0714285714285716,5696.714285714285,5698.857142857143,4451,-4.0,-1.4285714285714286,-7.5,4408.428571428572,4443.5,1117,5.0,4.285714285714286,5.571428571428571,1146.0,1112.2857142857142,133,-4.0,-1.8571428571428572,-0.14285714285714285,142.28571428571428,143.07142857142858
149,2020-09-08,34746,-54.0,-5.285714285714286,9.0,34784.142857142855,34727.42857142857,14309,-197.0,179.71428571428572,124.57142857142857,13574.714285714286,13361.5,18857,67.0,-182.71428571428572,-116.07142857142857,19657.571428571428,19817.64285714286,1580,76.0,-2.2857142857142856,0.5,1551.857142857143,1548.2857142857142,3790,-16.0,-2.2857142857142856,-1.2142857142857142,3803.0,3804.6428571428573,1751,-46.0,26.571428571428573,13.642857142857142,1653.4285714285713,1611.5,1682,16.0,-30.285714285714285,-15.357142857142858,1793.7142857142858,1838.4285714285713,357,14.0,1.4285714285714286,0.5,355.85714285714283,354.7142857142857,5701,0.0,0.8571428571428571,-2.142857142857143,5697.571428571428,5696.714285714285,4472,21.0,11.142857142857142,-5.357142857142857,4419.571428571428,4438.142857142857,1096,-21.0,-9.0,3.142857142857143,1137.0,1115.4285714285713,133,0.0,-1.2857142857142858,0.07142857142857142,141.0,143.14285714285714
150,2020-09-09,34745,-1.0,-5.571428571428571,8.642857142857142,34778.57142857143,34736.07142857143,13244,-1065.0,85.57142857142857,56.785714285714285,13660.285714285714,13418.285714285714,19892,1035.0,-89.57142857142857,-46.57142857142857,19568.0,19771.071428571428,1609,29.0,-1.5714285714285714,-1.5714285714285714,1550.2857142857142,1546.7142857142858,3790,0.0,-2.0,-1.2142857142857142,3801.0,3803.4285714285716,1632,-119.0,19.428571428571427,10.285714285714286,1672.857142857143,1621.7857142857142,1812,130.0,-19.428571428571427,-8.357142857142858,1774.2857142857142,1830.0714285714287,346,-11.0,-2.0,-3.142857142857143,353.85714285714283,351.57142857142856,5735,34.0,6.142857142857143,1.9285714285714286,5703.714285714285,5698.642857142857,4506,34.0,27.428571428571427,2.2142857142857144,4447.0,4440.357142857143,1088,-8.0,-20.857142857142858,0.42857142857142855,1116.142857142857,1115.857142857143,141,8.0,-0.42857142857142855,-0.7142857142857143,140.57142857142858,142.42857142857142
151,2020-09-10,34629,-116.0,-22.571428571428573,-0.35714285714285715,34756.0,34735.71428571428,12717,-527.0,4.428571428571429,10.571428571428571,13664.714285714286,13428.857142857143,20293,401.0,-26.714285714285715,-16.142857142857142,19541.285714285714,19754.928571428572,1619,10.0,-0.2857142857142857,5.214285714285714,1550.0,1551.9285714285713,3756,-34.0,-7.0,-3.5,3794.0,3799.9285714285716,1569,-63.0,6.285714285714286,2.357142857142857,1679.142857142857,1624.142857142857,1828,16.0,-13.142857142857142,-6.357142857142857,1761.142857142857,1823.7142857142858,359,13.0,-0.14285714285714285,0.5,353.7142857142857,352.07142857142856,5730,-5.0,5.285714285714286,2.2857142857142856,5709.0,5700.928571428572,4496,-10.0,11.857142857142858,-0.35714285714285715,4458.857142857143,4440.0,1079,-9.0,-6.571428571428571,1.0,1109.5714285714287,1116.857142857143,155,14.0,0.0,1.6428571428571428,140.57142857142858,144.07142857142858
152,2020-09-11,34627,-2.0,-23.428571428571427,-0.8571428571428571,34732.57142857143,34734.857142857145,12913,196.0,3.7142857142857144,16.214285714285715,13668.42857142857,13445.07142857143,20205,-88.0,-21.285714285714285,-13.214285714285714,19520.0,19741.714285714286,1509,-110.0,-5.857142857142857,-3.857142857142857,1544.142857142857,1548.0714285714287,3756,0.0,-7.0,-3.5714285714285716,3787.0,3796.3571428571427,1547,-22.0,-2.2857142857142856,1.7857142857142858,1676.857142857143,1625.9285714285713,1865,37.0,-2.0,-5.0,1759.142857142857,1818.7142857142858,344,-15.0,-2.7142857142857144,-0.35714285714285715,351.0,351.7142857142857,5729,-1.0,5.428571428571429,2.642857142857143,5714.428571428572,5703.571428571428,4518,22.0,9.0,-1.6428571428571428,4467.857142857143,4438.357142857143,1041,-38.0,-6.285714285714286,1.7142857142857142,1103.2857142857142,1118.5714285714287,170,15.0,2.7142857142857144,2.5714285714285716,143.28571428571428,146.64285714285714
153,2020-09-12,34607,-20.0,-26.428571428571427,-0.35714285714285715,34706.142857142855,34734.5,13545,632.0,-0.5714285714285714,20.642857142857142,13667.857142857143,13465.714285714286,19640,-565.0,-14.142857142857142,-17.428571428571427,19505.85714285714,19724.285714285714,1422,-87.0,-11.714285714285714,-3.5714285714285716,1532.4285714285713,1544.5,3754,-2.0,-7.285714285714286,-3.5714285714285716,3779.714285714286,3792.785714285714,1578,31.0,-9.428571428571429,-0.2857142857142857,1667.4285714285713,1625.642857142857,1848,-17.0,6.142857142857143,-3.2857142857142856,1765.2857142857142,1815.4285714285713,328,-16.0,-4.0,0.0,347.0,351.7142857142857,5727,-2.0,3.7142857142857144,2.5,5718.142857142857,5706.071428571428,4491,-27.0,16.285714285714285,0.8571428571428571,4484.142857142857,4439.214285714285,1100,59.0,-12.857142857142858,3.0,1090.4285714285713,1121.5714285714287,136,-34.0,0.2857142857142857,-1.3571428571428572,143.57142857142858,145.28571428571428
154,2020-09-13,34610,3.0,-25.571428571428573,-0.5714285714285714,34680.57142857143,34733.92857142857,13699,154.0,-106.0,-19.642857142857142,13561.857142857143,13446.07142857143,19480,-160.0,88.0,23.428571428571427,19593.85714285714,19747.714285714286,1431,9.0,-7.571428571428571,-4.357142857142857,1524.857142857143,1540.142857142857,3748,-6.0,-8.285714285714286,-4.285714285714286,3771.4285714285716,3788.5,1533,-45.0,-37.857142857142854,-4.785714285714286,1629.5714285714287,1620.857142857143,1880,32.0,32.0,1.3571428571428572,1797.2857142857142,1816.7857142857142,335,7.0,-2.4285714285714284,-0.8571428571428571,344.57142857142856,350.85714285714283,5730,3.0,3.7142857142857144,2.7142857142857144,5721.857142857143,5708.785714285715,4516,25.0,8.714285714285714,12.142857142857142,4492.857142857143,4451.357142857143,1083,-17.0,-4.142857142857143,-7.571428571428571,1086.2857142857142,1114.0,131,-5.0,-0.8571428571428571,-1.8571428571428572,142.71428571428572,143.42857142857142
155,2020-09-14,34624,14.0,-25.142857142857142,-11.5,34655.42857142857,34722.42857142857,13592,-107.0,-130.57142857142858,-32.92857142857143,13431.285714285714,13413.142857142857,19448,-32.0,94.0,16.357142857142858,19687.85714285714,19764.071428571428,1584,153.0,11.428571428571429,5.071428571428571,1536.2857142857142,1545.2142857142858,3752,4.0,-7.714285714285714,-4.0,3763.714285714286,3784.5,1582,49.0,-30.714285714285715,-8.0,1598.857142857143,1612.857142857143,1797,-83.0,18.714285714285715,3.2142857142857144,1816.0,1820.0,373,38.0,4.285714285714286,0.7857142857142857,348.85714285714283,351.64285714285717,5723,-7.0,3.142857142857143,2.0714285714285716,5725.0,5710.857142857143,4526,10.0,10.714285714285714,4.642857142857143,4503.571428571428,4456.0,1053,-30.0,-9.142857142857142,-2.4285714285714284,1077.142857142857,1111.5714285714287,144,13.0,1.5714285714285714,-0.14285714285714285,144.28571428571428,143.28571428571428
156,2020-09-15,34684,60.0,-8.857142857142858,-7.071428571428571,34646.57142857143,34715.357142857145,12467,-1125.0,-263.14285714285717,-41.714285714285715,13168.142857142857,13371.42857142857,20652,1204.0,256.42857142857144,36.857142857142854,19944.285714285714,19800.928571428572,1565,-19.0,-2.142857142857143,-2.2142857142857144,1534.142857142857,1543.0,3770,18.0,-2.857142857142857,-2.5714285714285716,3760.8571428571427,3781.9285714285716,1489,-93.0,-37.42857142857143,-5.428571428571429,1561.4285714285713,1607.4285714285713,1936,139.0,36.285714285714285,3.0,1852.2857142857142,1823.0,345,-28.0,-1.7142857142857142,-0.14285714285714285,347.14285714285717,351.5,5731,8.0,4.285714285714286,2.5714285714285716,5729.285714285715,5713.428571428572,4477,-49.0,0.7142857142857143,5.928571428571429,4504.285714285715,4461.928571428572,1111,58.0,2.142857142857143,-3.4285714285714284,1079.2857142857142,1108.142857142857,143,-1.0,1.4285714285714286,0.07142857142857142,145.71428571428572,143.35714285714286
157,2020-09-16,34698,14.0,-6.714285714285714,-6.142857142857143,34639.857142857145,34709.21428571428,12232,-235.0,-144.57142857142858,-29.5,13023.57142857143,13341.92857142857,20908,256.0,145.14285714285714,27.785714285714285,20089.428571428572,19828.714285714286,1558,-7.0,-7.285714285714286,-4.428571428571429,1526.857142857143,1538.5714285714287,3769,-1.0,-3.0,-2.5,3757.8571428571427,3779.4285714285716,1456,-33.0,-25.142857142857142,-2.857142857142857,1536.2857142857142,1604.5714285714287,1954,18.0,20.285714285714285,0.42857142857142855,1872.5714285714287,1823.4285714285713,359,14.0,1.8571428571428572,-0.07142857142857142,349.0,351.42857142857144,5731,0.0,-0.5714285714285714,2.7857142857142856,5728.714285714285,5716.214285714285,4497,20.0,-1.2857142857142858,13.071428571428571,4503.0,4475.0,1090,-21.0,0.2857142857142857,-10.285714285714286,1079.5714285714287,1097.857142857143,144,1.0,0.42857142857142855,0.0,146.14285714285714,143.35714285714286
158,2020-09-17,34692,-6.0,9.0,-6.785714285714286,34648.857142857145,34702.42857142857,12098,-134.0,-88.42857142857143,-42.0,12935.142857142857,13299.92857142857,21113,205.0,117.14285714285714,45.214285714285715,20206.571428571428,19873.928571428572,1481,-77.0,-19.714285714285715,-10.0,1507.142857142857,1528.5714285714287,3769,0.0,1.8571428571428572,-2.5714285714285716,3759.714285714286,3776.8571428571427,1425,-31.0,-20.571428571428573,-7.142857142857143,1515.7142857142858,1597.4285714285713,2015,61.0,26.714285714285715,6.785714285714286,1899.2857142857142,1830.2142857142858,329,-30.0,-4.285714285714286,-2.2142857142857144,344.7142857142857,349.2142857142857,5727,-4.0,-0.42857142857142855,2.4285714285714284,5728.285714285715,5718.642857142857,4473,-24.0,-3.2857142857142856,4.285714285714286,4499.714285714285,4479.285714285715,1105,15.0,3.7142857142857144,-1.4285714285714286,1083.2857142857142,1096.4285714285713,149,5.0,-0.8571428571428571,-0.42857142857142855,145.28571428571428,142.92857142857142
