,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease
2020-03-21,1.806406011019951,1.4646106137401955,0.9715212957762434,2.792948590621336,2.1873882273991883,5.792441754083336,3.8866836967522835,3.300887806784513,7.793138920494397,1.7293654886851977,3.3704708087559743,1.816144800821382,1.2390627729185646,4.210692595574295,1.3262449466619297,1.5394722960640672,1.3484888441724538,0.8473570661313586,8.91168148740758,3.879064994424774,2.209369807390212,4.414734593306877,48.88567901936372,4.1162766851251495,3.3600468256125615,0.8495880871084296,1.3366400024808038,1.3662356353246796,2.7827904078327754,2.784205088959555,10.639268018360337,1.9417074885117342,37.89243815787028,1.23950189567513,2.6244583774023638,1.509342647668096,0.9386689248634156,1.8798164581080872,2.0476728822596018,,5.731217754314696,2.0809634627764746,1.1303790500068387,3.8699513921553947,0.5665829373686362,3.007792723066597,5.036718824942656,1.2719956287535483,21.48984327722755,0.4384206684576018,3.8520954344130693,2.838585910296242,0.0,0.0,0.009813346421982255,0.0,0.04338621277485993,0.062017577666845146,0.08013780818045943,0.0,0.1012095963700571,0.03990843435427378,0.09418481301912902,0.0,0.0,0.03382082406083771,0.04243983829318174,0.0,0.04903595796990741,0.03197573834457957,0.24583948930779526,0.0,0.035444435412677194,0.07254258721396277,0.16450191915806373,0.012665466723461995,0.024000334468661153,0.034914578922264225,0.0,0.0,0.11594960032636567,0.0,0.17691904490092775,0.0,0.16155690687464072,0.0,0.0,0.018332096935240034,0.018051325478142605,0.05080585021913748,0.011158980284793467,,0.0,0.013873089751843164,0.0807413607147742,0.0,0.01231702037757905,0.0,0.22894176477012068,0.016736784588862474,0.7879296531152834,0.0,0.04907127941927477,0.0
2020-03-22,2.010355076780268,2.441017689566993,1.4425619240313918,3.9053942156993253,2.6176348374165492,7.218846040420774,4.4476483540155,4.107771492887394,9.817330847895539,2.3911803583935707,3.989399580024536,2.371077934405693,1.678730208470313,5.879186582575622,2.1113819550857915,2.0375368624377366,1.5446326760520837,1.566811178884399,12.86047828441404,4.729271020600066,2.847369644818402,5.668685029433947,54.14974043242177,4.394916953041313,4.96806923501286,1.0357991746938386,2.071792003845246,1.7354885097367552,3.4784880097909694,3.204462460877978,15.343706257771368,2.2142278377765394,55.472767024138,1.7230438439879556,2.6244583774023638,2.144855341423084,1.1913874815574121,1.8120753244825705,2.6390988373536555,,7.4168700349954895,2.677506322105731,1.6955685750102583,5.250582699627048,0.6355582514830788,4.010390297422131,5.8380150016380785,1.8159411278915787,23.98495384542595,0.47827709286283826,5.201555618443126,2.962002689004774,0.0,0.0,0.01962669284396451,0.0,0.04880948937171742,0.07442109320021416,0.10017226022557431,0.0,0.1012095963700571,0.04323413721712994,0.15473219281714054,0.0,0.0,0.05073123609125657,0.0636597574397726,0.0,0.04903595796990741,0.04796360751686936,0.30729936163474414,0.0,0.04725924721690292,0.11399549419337006,0.2574812647691433,0.012665466723461995,0.024000334468661153,0.034914578922264225,0.0,0.0,0.16232944045691192,0.0,0.23321146827849568,0.0,0.4185792587206601,0.0,0.0,0.018332096935240034,0.03610265095628521,0.05080585021913748,0.011158980284793467,,0.0,0.04161926925552949,0.0807413607147742,0.0,0.01231702037757905,0.02227994609678961,0.22894176477012068,0.025105176883293712,0.8911109172137134,0.0,0.04907127941927477,0.0
2020-03-23,2.4328209987123532,3.7103468881418293,2.5514700697153874,4.118415718373834,2.9267616034374258,8.781688997625272,8.294263146677553,4.9880082413632625,11.639103582556565,3.3789141086618466,5.112889849609862,2.7242172012320727,1.878579042812017,7.136193876836757,2.726759610336927,2.309208444096101,1.9859562977812504,1.5987869172289788,17.992377623714265,5.685752800047272,3.343591740595883,7.026267733009537,62.15311641232928,4.914201088703255,5.976083282696627,2.1181511212840296,2.272288004217366,1.7354885097367552,4.290135212075529,3.8873806902454167,22.750180819305665,2.8273986236223503,76.3246232546172,2.009082742989909,2.8119196900739607,2.6825968515234586,1.4441060382514086,2.489486660737737,3.5373967502795294,,8.428261403403967,4.037069117786361,2.2607581000136774,6.401108789186762,0.6774361207668476,5.70366620077814,8.585316178879525,2.1004664659022403,25.476392117394163,0.6377027904837844,5.704536232490693,3.208836246421839,0.0,0.0,0.01962669284396451,0.0,0.04880948937171742,0.0868246087335832,0.20034452045114862,0.0,0.2024191927401142,0.04655984007998608,0.16818716610558757,0.0,0.0,0.06764164812167542,0.07426971701306806,0.0,0.04903595796990741,0.04796360751686936,0.5224089147790649,0.0,0.04725924721690292,0.17617485466248098,0.4076786692178101,0.012665466723461995,0.024000334468661153,0.034914578922264225,0.0,0.0,0.18551936052218504,0.0,0.32167099072895955,0.0,0.4185792587206601,0.0,0.0,0.03666419387048007,0.03610265095628521,0.06774113362551665,0.0334769408543804,,0.0,0.06936544875921583,0.0807413607147742,0.020918656173812944,0.019707232604126476,0.02227994609678961,0.5723544119253018,0.050210353766587425,0.956771721639987,0.0,0.06133909927409347,0.0
2020-03-24,3.1320749384620115,4.100909718472548,3.4444845941157727,5.159854175893654,3.559477206404133,10.964707731498223,12.341222459790755,6.675128675942014,13.359666720847539,3.947609298210249,6.788034024021513,3.7836350017112115,1.9984883434170395,8.545394879371662,3.8089754868130616,2.626158622697527,2.3782439615405098,1.8865685623301949,21.311210729369503,6.642234579494477,4.052480448849426,10.985020349542932,68.85478155368172,5.484147091259044,7.68010702997157,2.1181511212840296,3.074272005705849,1.8093390846191704,6.330848177819565,5.095620634510884,29.42485387693157,3.304309234835759,93.68097549999052,2.6628859407086583,3.0931116590813574,3.428102126889886,1.8773378497268312,2.9975451629291117,4.68119222947086,,9.641931045494136,4.037069117786361,2.422240821443226,6.9031565373582735,1.7169926406345193,6.6171439907465155,10.989204708965794,2.359886627029609,26.705187171657286,0.7971284881047306,6.416069784070176,3.5790865825474363,0.0,0.0,0.04906673210991129,0.0,0.07231035462476655,0.13643867086705933,0.24041342454137832,0.07335306237298916,0.2024191927401142,0.05986265153141068,0.21527957261515204,0.0,0.0,0.09018886416223389,0.1273195148795452,0.0,0.04903595796990741,0.06395147668915914,0.7067885317599114,0.0,0.059074059021128666,0.26944389536614743,0.6150941325040644,0.012665466723461995,0.024000334468661153,0.034914578922264225,0.0,0.0,0.30146896084855074,0.05253217148980292,0.48250648609343927,0.0340650436581006,0.7710670555380581,0.0,0.0,0.04888559182730675,0.05415397643442781,0.08467641703189581,0.03905643099677714,,0.0,0.06936544875921583,0.0807413607147742,0.020918656173812944,0.02217063667964229,0.02227994609678961,0.8012961766954225,0.05857874606101867,1.0224325260662606,0.0,0.06133909927409347,0.0
2020-03-25,4.122684686440694,4.784394671551306,4.327685772094175,6.62733563876249,3.973453986630922,12.912059670237161,17.47004218334016,8.362249110520766,18.015308153870162,4.882131802672826,8.24117113917379,4.4394650686744885,2.9177929813888777,10.405540202717736,4.954851120728969,2.9883873982420135,3.064747373119214,2.382192506671178,27.487927898227863,7.917543618757414,4.891332086949454,18.02165130929732,75.87114601864086,6.0920894939852195,9.048126094685255,4.131558505801267,3.54209600657413,2.0678160967076233,7.235255060365216,5.4633458349395045,35.214931710052845,3.644959671416765,112.41056145379831,3.384793638189778,3.655495597096149,4.2774892848893415,2.924314727459102,3.285444980837558,6.198813548202772,,11.529861599856623,5.757332247014913,2.9066889857318716,8.12689792352633,2.35747770026863,7.664301457295627,14.194389415747485,3.196725856472733,30.46661325379096,1.5544005518042245,8.145832383599613,5.43033826317542,0.0,0.0976407075826797,0.05888007853189354,0.047338111705446356,0.09581121987781567,0.23566679513401156,0.3806545888571824,0.14670612474597833,0.2024191927401142,0.06651405725712298,0.2690994657689401,0.0,0.0,0.10709927619265276,0.14853943402613612,0.0226392984715304,0.07355393695486112,0.06395147668915914,0.9987229253129185,0.0,0.059074059021128666,0.3419864825801102,0.793900566371525,0.012665466723461995,0.048000668937322306,0.0931055437927046,0.0,0.0,0.30146896084855074,0.05253217148980292,0.6433419814579191,0.0340650436581006,1.0464481468016502,0.006810449976236977,0.0,0.06110698978413345,0.09025662739071304,0.1354822672510333,0.061374391566364074,,0.0,0.09711162826290215,0.0807413607147742,0.031377984260719416,0.02956084890618971,0.02227994609678961,0.9157670590804827,0.07531553064988115,1.1162336752466515,0.0,0.08587473898373085,0.0
2020-03-26,7.371301948194317,6.151364577708822,5.573980767685922,7.7871193755459265,5.068955859196135,16.84397409431514,20.15465875738555,9.242485858996636,22.36732079778262,6.515051908335194,10.05086504646991,4.691707402121904,4.916281324805918,14.16528847748086,6.716104409896012,3.735484247802517,4.020948553532408,3.0376951427350596,35.201141875259935,8.183233001937195,6.7108131048002155,23.93905378060771,82.0936099172285,6.611373629647162,11.616161882831998,5.830734680018125,4.678240008682813,2.3262931087960763,9.461487386631438,6.881714465164184,55.03790651372497,4.292195500920676,135.88037392522338,4.249720785171874,4.780263473125734,5.267422519392303,4.422574742144938,3.2177038472120407,9.289851087090563,,13.75492261035527,6.187398029322051,3.06817170716142,9.821309073605178,3.3797903916076906,8.867418546522265,18.08639941683954,3.7071977864330385,33.543290946907774,2.032677644667063,9.7774524242905,6.417672492843678,0.014567790411451214,0.0976407075826797,0.07850677137585804,0.07100716755816953,0.11027329080276896,0.29768437280085663,0.42072349294741207,0.2200591871189675,0.30362878911017127,0.08646827443425988,0.32291935892272805,0.0,0.0,0.14655690426363008,0.1803693127460224,0.0226392984715304,0.07355393695486112,0.06395147668915914,1.2752923507841882,0.0,0.08270368262958012,0.4352555232837766,1.1372089193970494,0.02533093344692399,0.14400200681196693,0.0931055437927046,0.0,0.0,0.3942286411096432,0.05253217148980292,0.8604699001999668,0.0340650436581006,1.4136229351531064,0.013620899952473954,0.0,0.09166048467620017,0.12635927834699826,0.1354822672510333,0.08927184227834774,,0.0,0.1248578077665885,0.0807413607147742,0.031377984260719416,0.04434127335928458,0.02227994609678961,1.0302379414655434,0.10878909982760611,1.3038359736074334,0.0,0.09814255883854954,0.0
2020-03-27,8.53672518111041,7.225412361118298,7.134302848781101,8.804888777213025,6.647129348881665,20.254940865991625,25.7442708779726,11.66313691730528,26.010866267104678,8.277674425648954,13.179146336033838,5.246640535706215,7.554285938116409,16.876591206358018,10.281050826523275,4.958006365265158,4.805523881050927,3.7891249938326785,41.639063501507835,8.76774964493271,8.943812535798878,32.4161732578965,88.95977697773898,7.320639766161034,13.800192319480162,7.7626747137167476,7.151024013272301,2.6586206957669445,11.896428993485118,7.9848900664500455,70.51028116778794,6.16577290211621,162.5996832735589,5.09421658222526,5.623839380147921,6.868425651736601,5.758372827527491,5.216067289164782,12.146550039997692,,15.440574891036066,6.159651849818365,3.9563266750239356,12.310629158288918,4.209957565056518,10.560694449878273,20.948171476466044,4.803457177003531,36.43236634166382,3.0290882547979763,11.605357582658485,8.515757730888728,0.04370337123435364,0.0976407075826797,0.12757350348576935,0.07100716755816953,0.1337741560558181,0.37210546600107086,0.5409302052181013,0.3667653118649459,0.30362878911017127,0.10642249161139675,0.42383165858608063,0.0,0.11990930060502235,0.191651336344747,0.2546390297590904,0.0679178954145912,0.09807191593981482,0.09592721503373872,1.8284312017267275,0.0531378766359558,0.11814811804225733,0.590703924456554,1.5162785591960655,0.05066186689384798,0.19200267574928923,0.0931055437927046,0.0,0.0,0.4869883213707358,0.05253217148980292,1.1178066927831345,0.0340650436581006,1.9056371515440576,0.020431349928710933,0.0,0.11610328058985356,0.14441060382514084,0.18628811747017077,0.12274878313272815,,0.0,0.1248578077665885,0.0807413607147742,0.06275596852143883,0.05665829373686362,0.04455989219357922,1.1447088238506036,0.11715749212203734,1.4257774675419417,0.0,0.15948165811264303,0.0
2020-03-28,10.051775383901338,8.885304390023853,8.449291269326723,9.278269894267487,7.937869178933749,23.93878497940223,30.312125944258785,15.257436973581749,29.75562133279679,10.402798555014032,15.473219281714053,5.952919069358974,9.113106845981699,19.41878981493099,12.912320800700547,6.361642870500044,6.252084641163196,4.60450632161946,50.15125581879023,11.052678340278808,11.413108202882057,42.69649418878951,93.95920486867318,7.561283633906814,15.76821974591038,9.706252940389454,8.287168015380985,3.027873570179019,13.61248307831533,9.455790868164527,88.82944408980218,7.630569779414535,190.20021211393782,6.211130378328124,7.404721850528098,8.51220367692979,6.733144403347192,6.503148828049597,15.086941345040769,,19.755844729578893,7.297245209469504,4.763740282171678,14.025958964541582,4.990856656995031,13.278847873686606,23.809943536092558,5.933190136751748,38.83367576068183,3.826216742902706,13.629547858703571,9.873342296682582,0.04370337123435364,0.1952814151653594,0.14720019632973386,0.11834527926361592,0.1735448510994397,0.5333511679348684,0.6611369174887904,0.6601775613569026,0.4048383854802284,0.16961084600566356,0.4574690918071981,0.0,0.15987906747336314,0.26492978847656207,0.3289087467721586,0.0679178954145912,0.09807191593981482,0.11191508420602851,2.1050006271979975,0.0531378766359558,0.20085180067183742,0.7461523256293314,2.024088831379654,0.06332733361731,0.31200434809259503,0.11638192974088075,0.06683200012404018,0.0738505748824151,0.5797480016318284,0.10506434297960585,1.5279372059625578,0.0681300873162012,2.6730324591986014,0.02724179990494791,0.09373065633579869,0.15276747446033365,0.2707698821721391,0.20322340087654991,0.18970266484148895,,0.0,0.18035016677396115,0.0807413607147742,0.06275596852143883,0.06651191003892686,0.04455989219357922,1.3736505886207242,0.14226266900533102,1.5852394211486058,0.0,0.15948165811264303,0.0
2020-03-29,11.566825586692266,10.740477834094767,8.900705204737909,9.704312899616504,9.789014257327771,26.990049800611004,39.52797388501161,16.577792096295553,32.99432841663861,12.614390958813374,17.168545916058378,7.51682153673294,10.232260318295241,25.54599577395275,15.861889562076678,7.199296913946669,7.6250914643206045,6.04341454712554,53.00913988199335,13.284469158988953,14.272292659504688,49.66058256132994,97.24209099447975,7.561283633906814,17.952250182558547,9.694614747415367,9.824304018233908,3.3602011571498878,16.07061460523428,10.55896646945039,106.85910312016036,7.494309604782132,216.1374391630847,6.864933576046874,8.998143008236674,9.881000248094379,7.5815567008198945,7.603942249464244,18.58528166432352,2.728591315976331,26.768158217210996,10.47418276264159,6.5400502178967095,15.668073474185897,6.14865657248746,15.39544275288162,25.87041941902364,7.071291488794396,41.15994426035552,4.503775957791728,15.199828800120361,10.243592632808179,0.058271161645804856,0.1952814151653594,0.16682688917369834,0.14201433511633907,0.21331554614306134,0.5705617145349753,0.6811713695339052,0.7335306237298918,0.5060479818502855,0.17293654886851975,0.5314714448936567,0.0,0.19984883434170395,0.36639226065907526,0.33951870634545395,0.0905571938861216,0.12258989492476854,0.12790295337831828,2.2893802441788433,0.1594136299078674,0.28355548330141755,1.0259594477403304,2.5104423314991466,0.11398920051115799,0.33600468256125615,0.11638192974088075,0.06683200012404018,0.0738505748824151,0.6261278417623746,0.10506434297960585,1.7289815751681576,0.0681300873162012,3.532221463941008,0.02724179990494791,0.09373065633579869,0.177210270373987,0.2888212076502817,0.22015868428292912,0.21202062541107594,0.11182751294984966,0.20227827368169515,0.22196943602949062,0.0807413607147742,0.07321529660834532,0.08375573856753751,0.04455989219357922,1.3736505886207242,0.175736238183056,1.688420685247036,0.0,0.15948165811264303,0.0
2020-03-30,12.105833831915959,11.521603494756206,11.177401574637791,10.674744189578156,11.049022186664327,30.599472820821397,50.987680454817315,18.778383967485226,38.86448500610192,15.424609877926816,18.083484099672773,8.475342403833114,12.19077889484394,27.98109510633306,18.69474876814656,9.100997985555223,8.752918497628475,6.682929314017131,60.07702519959247,13.709572172076596,16.25718104261461,57.57808779439672,103.47885940777678,8.156560569909526,20.040279281332065,11.929147798440276,10.96044802034259,4.68951150503336,21.63619542089983,15.812183618430682,132.35152913543044,8.788781263789954,240.70143250379712,8.676513269725909,9.935449571594662,11.506446176352329,8.50217430020517,8.67086510406613,22.3793349611533,3.779769937704918,31.892541150480604,12.444161507403319,7.347463825044452,18.638522650867337,6.941872684803551,17.08871865623763,27.930895301954724,8.108972133303869,42.38873931461864,5.021909475059803,16.757841921682335,11.230926862476437,0.08740674246870728,0.2929221227480391,0.19626692843964516,0.16568339096906226,0.22958537593363376,0.6201757766684515,0.7212402736241351,0.8068836861028809,0.9108863673305141,0.19621646890851277,0.5785638514032213,0.0,0.2398186012100447,0.4114866927401922,0.3607386254920448,0.1358357908291824,0.17162585289467597,0.12790295337831828,2.8117891589579083,0.1594136299078674,0.3898887895394492,1.2850401163616263,3.1255364640032113,0.12665466723462,0.38400535149857845,0.15129650866314498,0.26732800049616073,0.0738505748824151,0.7188875220234672,0.15759651446940875,2.123028538811133,0.1362601746324024,4.446486686936135,0.040862699857421865,0.18746131267159738,0.23831726015812044,0.3068725331284243,0.22015868428292912,0.27339501697744,0.13419301553981958,0.26970436490892685,0.23584252578133377,0.0807413607147742,0.13597126512978416,0.08375573856753751,0.08911978438715844,1.3736505886207242,0.2008414150663497,1.679040570328997,0.039856424405236526,0.1717494779674617,0.0
2020-03-31,13.766561938821399,12.205088447834964,12.453136609495482,11.858196982214313,12.652504300468527,34.518983729366006,61.84635346326958,22.225977899015717,47.872139083037005,18.168314739783142,25.45008197509751,9.787002537759669,16.307664882283042,32.89075139916467,22.588603931545986,10.731027475505408,10.125925320785882,7.322444080908723,78.36133721685974,14.400364568344024,18.939143322173848,66.35574084728621,107.24809903370286,8.485862704719537,21.98430637329362,15.35077653282217,11.762432021831073,5.575718403622342,24.11751686788406,15.602054932471471,148.2018672035999,9.776667529874873,273.2551492390373,9.929636065353513,10.87275613495265,13.02801022197725,9.89212636202215,9.602305691416985,26.485839705957297,5.233527606052964,36.07295880656898,14.566744239435323,7.831911989333098,22.654904636239422,7.890283253877137,18.626034936916117,31.59396353827666,9.899808084312156,43.63629459871784,6.456740753648317,18.426265421937682,12.218261092144694,0.1893812753488658,0.2929221227480391,0.23552031412757415,0.18935244682178543,0.25670175891792124,0.8310355407357249,1.3823771911129257,0.88023674847587,0.9108863673305141,0.23612490326278654,0.7400235308645852,0.0,0.27978836807838553,0.5524067929936826,0.49866809994488553,0.15847508930071283,0.19614383187962964,0.15987869172289787,3.610767499208243,0.265689383179779,0.5080369075817066,1.5855736919623291,3.9265892877294344,0.15198560068154396,0.4800066893732231,0.16293470163723306,0.26732800049616073,0.11077586232362266,0.8348371223498329,0.15759651446940875,2.8950389165606363,0.170325218290503,5.665506984262969,0.05448359980989582,0.28119196900739607,0.33608844381273395,0.4151804859972799,0.2709645345020666,0.3515078789709943,0.17892402071975944,0.5394087298178537,0.29133488478870645,0.0807413607147742,0.24056454599884886,0.0985361630206324,0.11139973048394806,1.4881214710057848,0.21757819965521222,1.7259411449191921,0.039856424405236526,0.19628511767709908,0.0
2020-04-01,15.019391914206201,12.986214108496402,13.591484794445426,13.041649774850471,13.637732882230972,38.77338955731158,69.90020318540576,25.160100393935288,56.1713259853817,20.968556550308016,29.876768186996575,9.787002537759669,20.624399704063844,37.72149243585432,26.800757882144268,11.772435205195812,11.425378206988427,9.033146082343729,95.01696261746288,15.994500867422698,22.448142428028895,77.5480257317262,112.39772432908572,8.916488573317245,24.936347512938937,18.2486865833701,13.232736024559957,6.868103464064607,27.851093998393036,20.435014709533338,175.51977609125677,11.173334319856997,298.61958361835576,10.358694413856442,12.466177292661227,15.026208787918414,12.455414579918399,10.889387230301802,31.64686808767428,6.284706227781552,42.073880925792594,17.105519664022623,9.527480564343357,27.03736310465323,9.641763551568877,21.143668845853345,34.45573559790317,11.774327958264752,46.15016539675232,7.57272063699494,20.85529375319178,14.19292955148121,0.3787625506977316,0.2929221227480391,0.2845870462374855,0.23669055852723184,0.2856259007678279,0.9674742116027841,1.702928423834763,0.9535898108488593,1.113305560070628,0.2660562290284919,0.9283931569028434,0.05044846668948282,0.35972790181506714,0.7891525614195466,0.6684274531176125,0.20375368624377366,0.22066181086458342,0.25580590675663656,4.102446477823834,0.37196513645169066,0.5907405902112867,1.9171969477975872,4.799164685002642,0.21531293429885393,0.5280073583105453,0.20948747353358538,0.33416000062020096,0.1477011497648302,0.9971665628067448,0.2101286859592117,3.7635505915288268,0.2043902619486036,7.08280166729959,0.06810449976236978,0.28119196900739607,0.3971954335968675,0.5415397643442782,0.30483510131482494,0.40730278039496165,0.24602052848966924,0.6742609122723173,0.34682724379607915,0.0807413607147742,0.2510238740857553,0.13795062822888535,0.15595962267752728,1.8315341181609655,0.2761569457162309,1.876022983607818,0.039856424405236526,0.2944276765156486,0.0
2020-04-02,16.971475829340665,13.474417646409801,15.249940339760428,14.130426344075742,14.944742542073627,42.80453210565652,74.68843722418819,26.627161641395066,62.14269217121505,24.071437321352803,34.04780990641515,12.208528938854842,26.300106599368238,40.99647556574544,31.64950940714029,13.040235919601514,12.70031311420602,10.312175616126911,135.25781402353263,17.16353415341373,26.276141452598033,89.51755262203005,115.15134341064461,9.739743910342277,27.048376946181122,21.065129283099417,14.368880026668643,8.086637949624455,31.468721528575642,19.752096480165903,199.82201944082968,12.263415716916217,323.9546440146063,11.98639195817708,13.497214512355015,17.006075256924337,15.072856774249079,11.194222331616627,38.11349716271209,6.955671305480649,45.108055031018026,20.726396089253686,12.434169550075227,28.146051881865322,11.225732372125544,22.19082631240245,38.6911582461504,13.489848378623154,47.9699076908519,8.569131247125855,22.891751849091683,16.291014789526262,0.46616929316643885,0.2929221227480391,0.31402708550343217,0.28402867023267814,0.33443539013954526,1.1783339756700577,2.22382417700775,1.1736489979678266,1.214515156440685,0.3990843435427378,1.0293054565661959,0.05044846668948282,0.35972790181506714,0.8624310135513616,0.8063569275704532,0.24903228318683443,0.2942157478194445,0.30376951427350596,4.640220360684637,0.37196513645169066,0.7325183318619956,2.342089244336512,5.657435567566453,0.22797840102231598,0.6240086961851901,0.20948747353358538,0.33416000062020096,0.1846264372060378,1.1131161631331101,0.2101286859592117,5.363863770405401,0.23845530560670422,8.66899675297788,0.10896719961979164,0.28119196900739607,0.4949666172514809,0.5956937407787061,0.2540292510956874,0.4965746226733093,0.26838603107963915,0.8091130947267806,0.4161926925552949,0.0807413607147742,0.3346984987810071,0.16504807305955924,0.15595962267752728,1.9460050005460259,0.3263672994828183,2.044865052132521,0.07971284881047305,0.38030241549937954,0.0
2020-04-03,19.681084845870593,14.255543307071239,16.721942303057766,14.390785958455696,17.4231799468375,47.25739418213601,94.56261365294216,30.221461697671536,69.42978310985917,28.03567513387733,36.40243023189337,13.066152872576053,34.693757641719806,46.892572560351475,35.62824424712608,14.806101200380883,14.122355895333339,11.559229411565518,150.94544643498628,19.926703738483425,30.82484399722494,103.51827195432486,117.01093032286622,10.335020846344989,30.67242745094896,24.04450668446597,15.170864028157125,9.120545997978265,32.581837691708756,22.851494598064274,233.25167715233678,14.920489122248062,351.610249073238,13.32124015351953,14.340790419377202,19.205926889153144,16.950194623975907,12.498239153907821,45.48400364081819,8.141042942749054,51.04155105901441,20.43506120446498,13.968255403655938,29.694032438727476,12.684067584830903,25.265458873759417,41.438459423391855,15.883208574830494,49.489486307574225,9.1669776132044,24.879138665572313,17.648599355320112,0.5098726644007926,0.2929221227480391,0.4023472033012725,0.28402867023267814,0.3922836738393585,1.3271761620704863,2.5644098617747018,1.2470020603408156,1.4169343491807993,0.5088325380169908,1.1504002161622187,0.10089693337896564,0.35972790181506714,1.1555448220786217,1.0609959573295438,0.24903228318683443,0.3922876637592593,0.47963607516869355,5.50065857326192,0.47824088972360235,0.9569997561422843,2.6944389536614746,6.472792906002073,0.2786402679161639,0.6720093651225123,0.20948747353358538,0.33416000062020096,0.22155172464724532,1.2986355236552953,0.26266085744901463,6.433419814579191,0.340650436581006,10.648068862192229,0.1293985495485026,0.28119196900739607,0.549962908057201,0.6678990426912764,0.30483510131482494,0.5635285043820702,0.33548253884954893,0.9439652771812441,0.4161926925552949,0.0807413607147742,0.3869951392155395,0.2093893464188438,0.15595962267752728,1.7170632357759052,0.36820926095497447,2.194946890821147,0.07971284881047305,0.4171058750638355,0.0
2020-04-04,21.21070283907297,15.231950382898033,18.79255839809602,14.79315990795199,19.42798452880915,50.73037853147934,101.81508529327373,40.19747818039807,83.49791700529711,31.823650694670487,38.030481999795455,14.226467606434156,39.25031106471065,54.135865713380895,40.604315287001626,16.25501630255883,15.765060487325236,12.422574346869164,183.0889596619805,20.351806751571075,34.67647264540253,116.18213503653381,118.42707727909651,10.525002847196918,31.56043982628942,25.813512016527348,16.373840030389847,10.44985634586174,37.52129066561193,25.478103172554423,263.7460870734422,16.555611217836894,379.467800265463,15.105578047293614,14.809443701056196,21.338560832619397,19.964765978825724,13.29419747400764,53.8197619135589,9.63953161627704,59.334960279963916,24.486003412003186,15.986789421525291,30.8550178563741,14.477425751806413,28.785690357052182,47.619887072185115,18.870724623942447,50.099193777246775,10.8010910138191,26.5107587062632,20.240351708199288,0.6264149876924023,0.4882035379133986,0.5004806675210951,0.3313667819381245,0.4555552341360293,1.5008253795376523,3.225546779263493,1.2470020603408156,2.024191927401142,0.5953008124512507,1.258040002469795,0.15134540006844846,0.3996976686834079,1.3359225504030894,1.188315472209089,0.31695017860142566,0.4658416007141205,0.5595754210301426,6.038432456122722,0.531378766359558,1.1578515568141219,3.0778783432209917,7.202323156181312,0.2913057346396259,0.8160113719344791,0.2444020524558496,0.33416000062020096,0.22155172464724532,1.5073448042427537,0.3677252004286205,8.331278659880052,0.3747154802391066,12.928224297854774,0.16345079942968746,0.28119196900739607,0.604959198862921,0.7401043446038468,0.3217703847212041,0.7476516790811624,0.4025790466194588,1.1462435508629392,0.5410505003218834,0.0807413607147742,0.4497511077369784,0.246340407551581,0.17823956877431688,2.0604758829310867,0.41841961472156197,2.3825491891819284,0.07971284881047305,0.6379266324505721,0.0
