,count,count,count,tested,tested,tested,percentage,percentage,percentage,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-39 tested,20-39 tested,20-39 tested,20-39 count,20-39 count,20-39 count,20-39 percentage,20-39 percentage,20-39 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage
07-25,0.35714285714285715,2.5,1.0714285714285714,8.357142857142858,119.42857142857143,64.14285714285714,0.042735042735042736,0.020933014354066984,0.01670378619153675,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42857142857142855,18.5,13.642857142857142,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019305019305019305,0.031413612565445025,1.4285714285714286,16.357142857142858,7.285714285714286,0.2857142857142857,0.5714285714285714,0.35714285714285715,0.19999999999999998,0.034934497816593885,0.049019607843137254,1.7142857142857142,16.571428571428573,9.0,0.14285714285714285,0.5,0.2857142857142857,0.08333333333333333,0.030172413793103446,0.031746031746031744,1.4285714285714286,18.785714285714285,13.0,0.0,0.42857142857142855,0.07142857142857142,0.0,0.022813688212927757,0.005494505494505494,1.2857142857142858,19.571428571428573,9.928571428571429,-0.07142857142857142,0.2857142857142857,0.07142857142857142,-0.055555555555555546,0.0145985401459854,0.007194244604316546,1.1428571428571428,13.357142857142858,6.285714285714286,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0160427807486631,0.011363636363636364,0.7142857142857143,10.214285714285714,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,6.0,1.4285714285714286,0.0,0.14285714285714285,0.0,0.0,0.023809523809523808,0.0
07-26,0.35714285714285715,2.5,1.0714285714285714,8.357142857142858,119.42857142857143,64.14285714285714,0.042735042735042736,0.020933014354066984,0.01670378619153675,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42857142857142855,18.5,13.642857142857142,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019305019305019305,0.031413612565445025,1.4285714285714286,16.357142857142858,7.285714285714286,0.2857142857142857,0.5714285714285714,0.35714285714285715,0.19999999999999998,0.034934497816593885,0.049019607843137254,1.7142857142857142,16.571428571428573,9.0,0.14285714285714285,0.5,0.2857142857142857,0.08333333333333333,0.030172413793103446,0.031746031746031744,1.4285714285714286,18.785714285714285,13.0,0.0,0.42857142857142855,0.07142857142857142,0.0,0.022813688212927757,0.005494505494505494,1.2857142857142858,19.571428571428573,9.928571428571429,-0.07142857142857142,0.2857142857142857,0.07142857142857142,-0.055555555555555546,0.0145985401459854,0.007194244604316546,1.1428571428571428,13.357142857142858,6.285714285714286,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0160427807486631,0.011363636363636364,0.7142857142857143,10.214285714285714,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,6.0,1.4285714285714286,0.0,0.14285714285714285,0.0,0.0,0.023809523809523808,0.0
07-27,0.35714285714285715,2.0,0.7857142857142857,5.714285714285714,84.71428571428571,46.642857142857146,0.0625,0.02360876897133221,0.01684532924961715,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21428571428571427,13.428571428571429,10.142857142857142,0.0,0.14285714285714285,0.42857142857142855,0.0,0.010638297872340425,0.04225352112676056,1.0,11.357142857142858,5.142857142857143,0.21428571428571427,0.5,0.21428571428571427,0.21428571428571427,0.0440251572327044,0.041666666666666664,1.2857142857142858,12.5,6.928571428571429,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.055555555555555546,0.03428571428571428,0.03092783505154639,1.0,13.428571428571429,8.714285714285714,0.0,0.42857142857142855,0.07142857142857142,0.0,0.031914893617021274,0.00819672131147541,0.9285714285714286,13.785714285714286,7.714285714285714,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0155440414507772,0.009259259259259259,0.7857142857142857,9.214285714285714,4.857142857142857,0.0,0.14285714285714285,0.0,0.0,0.015503875968992248,0.0,0.2857142857142857,6.928571428571429,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,4.071428571428571,0.9285714285714286,0.0,0.14285714285714285,0.0,0.0,0.03508771929824561,0.0
07-28,0.35714285714285715,2.0,0.7857142857142857,5.428571428571429,81.64285714285714,45.07142857142857,0.06578947368421052,0.024496937882764656,0.017432646592709985,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21428571428571427,13.142857142857142,9.642857142857142,0.0,0.14285714285714285,0.42857142857142855,0.0,0.010869565217391304,0.044444444444444446,0.9285714285714286,10.928571428571429,5.071428571428571,0.21428571428571427,0.5,0.21428571428571427,0.23076923076923075,0.0457516339869281,0.04225352112676056,1.2142857142857142,11.785714285714286,6.785714285714286,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.058823529411764705,0.03636363636363636,0.031578947368421054,1.0,13.428571428571429,8.357142857142858,0.0,0.42857142857142855,0.07142857142857142,0.0,0.031914893617021274,0.008547008547008546,0.8571428571428571,13.071428571428571,7.5,0.0,0.21428571428571427,0.07142857142857142,0.0,0.01639344262295082,0.009523809523809523,0.7857142857142857,8.785714285714286,4.642857142857143,0.0,0.14285714285714285,0.0,0.0,0.016260162601626015,0.0,0.21428571428571427,6.571428571428571,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,3.9285714285714284,0.9285714285714286,0.0,0.14285714285714285,0.0,0.0,0.03636363636363636,0.0
07-29,0.2857142857142857,2.0,0.7142857142857143,5.071428571428571,73.57142857142857,40.642857142857146,0.056338028169014086,0.027184466019417475,0.017574692442882248,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21428571428571427,12.214285714285714,9.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.011695906432748537,0.047619047619047616,0.9285714285714286,10.0,4.357142857142857,0.21428571428571427,0.5,0.21428571428571427,0.23076923076923075,0.05,0.04918032786885246,1.2142857142857142,10.714285714285714,6.357142857142857,0.0,0.42857142857142855,0.21428571428571427,0.0,0.04,0.033707865168539325,0.7857142857142857,12.071428571428571,7.428571428571429,0.0,0.42857142857142855,0.07142857142857142,0.0,0.03550295857988166,0.009615384615384614,0.7857142857142857,11.5,6.714285714285714,0.0,0.21428571428571427,0.07142857142857142,0.0,0.018633540372670808,0.010638297872340425,0.7857142857142857,7.357142857142857,4.285714285714286,0.0,0.14285714285714285,0.0,0.0,0.019417475728155338,0.0,0.35714285714285715,6.142857142857143,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.7142857142857143,0.0,0.14285714285714285,0.0,,0.039999999999999994,0.0
07-30,0.21428571428571427,3.2857142857142856,1.0,7.071428571428571,113.64285714285714,58.5,0.030303030303030304,0.028912633563796353,0.017094017094017096,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,18.785714285714285,12.142857142857142,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019011406844106467,0.03529411764705882,1.3571428571428572,18.357142857142858,7.642857142857143,0.21428571428571427,0.8571428571428571,0.35714285714285715,0.15789473684210525,0.046692607003891044,0.04672897196261682,1.9285714285714286,14.571428571428571,9.428571428571429,0.0,0.7142857142857143,0.21428571428571427,0.0,0.049019607843137254,0.022727272727272724,1.0,18.214285714285715,9.785714285714286,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0392156862745098,0.0145985401459854,0.6428571428571429,16.785714285714285,8.857142857142858,0.0,0.21428571428571427,0.14285714285714285,0.0,0.01276595744680851,0.016129032258064516,1.0714285714285714,12.214285714285714,6.071428571428571,0.0,0.35714285714285715,0.0,0.0,0.029239766081871347,0.0,0.7142857142857143,9.214285714285714,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.0,0.07142857142857142,0.0,,0.012987012987012986,0.0
07-31,0.14285714285714285,3.2857142857142856,0.9285714285714286,7.357142857142857,115.0,59.285714285714285,0.019417475728155338,0.02857142857142857,0.01566265060240964,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,18.714285714285715,12.285714285714286,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019083969465648856,0.03488372093023255,1.5,19.214285714285715,7.857142857142857,0.21428571428571427,0.8571428571428571,0.35714285714285715,0.14285714285714285,0.04460966542750929,0.045454545454545456,1.9285714285714286,14.785714285714286,9.785714285714286,-0.07142857142857142,0.7142857142857143,0.21428571428571427,-0.037037037037037035,0.04830917874396135,0.0218978102189781,1.0714285714285714,18.071428571428573,10.785714285714286,0.0,0.7142857142857143,0.14285714285714285,0.0,0.039525691699604744,0.01324503311258278,0.7142857142857143,17.071428571428573,8.571428571428571,0.0,0.21428571428571427,0.14285714285714285,0.0,0.012552301255230124,0.016666666666666666,1.0,12.571428571428571,5.5,0.0,0.35714285714285715,0.0,0.0,0.02840909090909091,0.0,0.7857142857142857,9.428571428571429,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143,1.0,0.0,0.07142857142857142,0.0,,0.013888888888888886,0.0
08-01,0.14285714285714285,3.2857142857142856,0.9285714285714286,7.357142857142857,115.0,59.285714285714285,0.019417475728155338,0.02857142857142857,0.01566265060240964,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,18.714285714285715,12.285714285714286,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019083969465648856,0.03488372093023255,1.5,19.214285714285715,7.857142857142857,0.21428571428571427,0.8571428571428571,0.35714285714285715,0.14285714285714285,0.04460966542750929,0.045454545454545456,1.9285714285714286,14.785714285714286,9.785714285714286,-0.07142857142857142,0.7142857142857143,0.21428571428571427,-0.037037037037037035,0.04830917874396135,0.0218978102189781,1.0714285714285714,18.071428571428573,10.785714285714286,0.0,0.7142857142857143,0.14285714285714285,0.0,0.039525691699604744,0.01324503311258278,0.7142857142857143,17.071428571428573,8.571428571428571,0.0,0.21428571428571427,0.14285714285714285,0.0,0.012552301255230124,0.016666666666666666,1.0,12.571428571428571,5.5,0.0,0.35714285714285715,0.0,0.0,0.02840909090909091,0.0,0.7857142857142857,9.428571428571429,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143,1.0,0.0,0.07142857142857142,0.0,,0.013888888888888886,0.0
08-02,0.14285714285714285,3.2857142857142856,0.9285714285714286,7.357142857142857,115.0,59.285714285714285,0.019417475728155338,0.02857142857142857,0.01566265060240964,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,18.714285714285715,12.285714285714286,0.0,0.35714285714285715,0.42857142857142855,0.0,0.019083969465648856,0.03488372093023255,1.5,19.214285714285715,7.857142857142857,0.21428571428571427,0.8571428571428571,0.35714285714285715,0.14285714285714285,0.04460966542750929,0.045454545454545456,1.9285714285714286,14.785714285714286,9.785714285714286,-0.07142857142857142,0.7142857142857143,0.21428571428571427,-0.037037037037037035,0.04830917874396135,0.0218978102189781,1.0714285714285714,18.071428571428573,10.785714285714286,0.0,0.7142857142857143,0.14285714285714285,0.0,0.039525691699604744,0.01324503311258278,0.7142857142857143,17.071428571428573,8.571428571428571,0.0,0.21428571428571427,0.14285714285714285,0.0,0.012552301255230124,0.016666666666666666,1.0,12.571428571428571,5.5,0.0,0.35714285714285715,0.0,0.0,0.02840909090909091,0.0,0.7857142857142857,9.428571428571429,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143,1.0,0.0,0.07142857142857142,0.0,,0.013888888888888886,0.0
08-03,0.07142857142857142,2.5,0.7142857142857143,5.071428571428571,88.42857142857143,45.57142857142857,0.014084507042253521,0.02827140549273021,0.015673981191222573,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21428571428571427,14.428571428571429,9.428571428571429,0.0,0.21428571428571427,0.42857142857142855,0.0,0.01485148514851485,0.04545454545454545,1.0714285714285714,14.857142857142858,5.785714285714286,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.06666666666666667,0.028846153846153844,0.04938271604938271,1.3571428571428572,11.285714285714286,7.5,0.0,0.6428571428571429,0.14285714285714285,0.0,0.056962025316455694,0.019047619047619046,0.8571428571428571,14.214285714285714,8.142857142857142,0.0,0.6428571428571429,0.14285714285714285,0.0,0.04522613065326634,0.017543859649122806,0.42857142857142855,12.785714285714286,6.5,0.0,0.14285714285714285,0.07142857142857142,0.0,0.011173184357541898,0.010989010989010988,0.5714285714285714,9.785714285714286,4.285714285714286,0.0,0.35714285714285715,0.0,0.0,0.0364963503649635,0.0,0.5714285714285714,7.642857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.9285714285714286,0.0,0.07142857142857142,0.0,,0.020833333333333332,0.0
08-04,0.07142857142857142,2.5,0.7142857142857143,5.071428571428571,88.42857142857143,45.57142857142857,0.014084507042253521,0.02827140549273021,0.015673981191222573,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21428571428571427,14.428571428571429,9.428571428571429,0.0,0.21428571428571427,0.42857142857142855,0.0,0.01485148514851485,0.04545454545454545,1.0714285714285714,14.857142857142858,5.785714285714286,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.06666666666666667,0.028846153846153844,0.04938271604938271,1.3571428571428572,11.285714285714286,7.5,0.0,0.6428571428571429,0.14285714285714285,0.0,0.056962025316455694,0.019047619047619046,0.8571428571428571,14.214285714285714,8.142857142857142,0.0,0.6428571428571429,0.14285714285714285,0.0,0.04522613065326634,0.017543859649122806,0.42857142857142855,12.785714285714286,6.5,0.0,0.14285714285714285,0.07142857142857142,0.0,0.011173184357541898,0.010989010989010988,0.5714285714285714,9.785714285714286,4.285714285714286,0.0,0.35714285714285715,0.0,0.0,0.0364963503649635,0.0,0.5714285714285714,7.642857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.9285714285714286,0.0,0.07142857142857142,0.0,,0.020833333333333332,0.0
08-05,0.07142857142857142,2.0,0.5,4.428571428571429,76.5,37.285714285714285,0.016129032258064516,0.026143790849673203,0.013409961685823755,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14285714285714285,12.428571428571429,7.428571428571429,0.0,0.21428571428571427,0.42857142857142855,0.0,0.017241379310344827,0.05769230769230769,1.0,13.0,5.285714285714286,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.027472527472527472,0.040540540540540536,1.1428571428571428,10.0,5.928571428571429,0.0,0.5,0.0,0.0,0.05,0.0,0.7857142857142857,11.857142857142858,6.285714285714286,0.0,0.5,0.14285714285714285,0.0,0.04216867469879518,0.022727272727272728,0.35714285714285715,10.928571428571429,5.214285714285714,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0065359477124183,0.0136986301369863,0.42857142857142855,8.714285714285714,3.642857142857143,0.0,0.2857142857142857,0.0,0.0,0.03278688524590164,0.0,0.5714285714285714,6.428571428571429,2.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.8571428571428571,0.0,0.07142857142857142,0.0,,0.022727272727272728,0.0
08-06,0.07142857142857142,2.0,0.5,4.428571428571429,76.5,37.285714285714285,0.016129032258064516,0.026143790849673203,0.013409961685823755,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14285714285714285,12.428571428571429,7.428571428571429,0.0,0.21428571428571427,0.42857142857142855,0.0,0.017241379310344827,0.05769230769230769,1.0,13.0,5.285714285714286,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.027472527472527472,0.040540540540540536,1.1428571428571428,10.0,5.928571428571429,0.0,0.5,0.0,0.0,0.05,0.0,0.7857142857142857,11.857142857142858,6.285714285714286,0.0,0.5,0.14285714285714285,0.0,0.04216867469879518,0.022727272727272728,0.35714285714285715,10.928571428571429,5.214285714285714,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0065359477124183,0.0136986301369863,0.42857142857142855,8.714285714285714,3.642857142857143,0.0,0.2857142857142857,0.0,0.0,0.03278688524590164,0.0,0.5714285714285714,6.428571428571429,2.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.8571428571428571,0.0,0.07142857142857142,0.0,,0.022727272727272728,0.0
08-07,0.07142857142857142,1.6428571428571428,0.2857142857142857,3.5,58.0,27.285714285714285,0.02040816326530612,0.02832512315270936,0.010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14285714285714285,9.5,5.0,0.0,0.21428571428571427,0.0,0.0,0.022556390977443608,0.0,0.7142857142857143,10.785714285714286,4.428571428571429,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.09999999999999999,0.03311258278145695,0.03225806451612903,1.0,7.142857142857143,4.357142857142857,0.0,0.2857142857142857,0.0,0.0,0.039999999999999994,0.0,0.5714285714285714,8.5,4.642857142857143,0.0,0.42857142857142855,0.07142857142857142,0.0,0.050420168067226885,0.015384615384615382,0.21428571428571427,8.5,3.5714285714285716,0.0,0.07142857142857142,0.07142857142857142,0.0,0.008403361344537815,0.019999999999999997,0.35714285714285715,6.642857142857143,2.4285714285714284,0.0,0.21428571428571427,0.0,0.0,0.03225806451612903,0.0,0.5,4.571428571428571,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357142857142857,0.6428571428571429,0.0,0.07142857142857142,0.0,,0.0303030303030303,0.0
08-08,0.07142857142857142,1.6428571428571428,0.2857142857142857,3.5,58.0,27.285714285714285,0.02040816326530612,0.02832512315270936,0.010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14285714285714285,9.5,5.0,0.0,0.21428571428571427,0.0,0.0,0.022556390977443608,0.0,0.7142857142857143,10.785714285714286,4.428571428571429,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.09999999999999999,0.03311258278145695,0.03225806451612903,1.0,7.142857142857143,4.357142857142857,0.0,0.2857142857142857,0.0,0.0,0.039999999999999994,0.0,0.5714285714285714,8.5,4.642857142857143,0.0,0.42857142857142855,0.07142857142857142,0.0,0.050420168067226885,0.015384615384615382,0.21428571428571427,8.5,3.5714285714285716,0.0,0.07142857142857142,0.07142857142857142,0.0,0.008403361344537815,0.019999999999999997,0.35714285714285715,6.642857142857143,2.4285714285714284,0.0,0.21428571428571427,0.0,0.0,0.03225806451612903,0.0,0.5,4.571428571428571,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357142857142857,0.6428571428571429,0.0,0.07142857142857142,0.0,,0.0303030303030303,0.0
08-09,0.07142857142857142,1.6428571428571428,0.2857142857142857,3.5,58.0,27.285714285714285,0.02040816326530612,0.02832512315270936,0.010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14285714285714285,9.5,5.0,0.0,0.21428571428571427,0.0,0.0,0.022556390977443608,0.0,0.7142857142857143,10.785714285714286,4.428571428571429,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.09999999999999999,0.03311258278145695,0.03225806451612903,1.0,7.142857142857143,4.357142857142857,0.0,0.2857142857142857,0.0,0.0,0.039999999999999994,0.0,0.5714285714285714,8.5,4.642857142857143,0.0,0.42857142857142855,0.07142857142857142,0.0,0.050420168067226885,0.015384615384615382,0.21428571428571427,8.5,3.5714285714285716,0.0,0.07142857142857142,0.07142857142857142,0.0,0.008403361344537815,0.019999999999999997,0.35714285714285715,6.642857142857143,2.4285714285714284,0.0,0.21428571428571427,0.0,0.0,0.03225806451612903,0.0,0.5,4.571428571428571,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357142857142857,0.6428571428571429,0.0,0.07142857142857142,0.0,,0.0303030303030303,0.0
08-10,0.2857142857142857,3.642857142857143,1.7142857142857142,9.857142857142858,142.28571428571428,71.28571428571429,0.02898550724637681,0.02560240963855422,0.024048096192384766,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,24.642857142857142,15.142857142857142,0.0,1.0,0.14285714285714285,0.0,0.04057971014492754,0.009433962264150943,2.642857142857143,22.714285714285715,9.5,0.07142857142857142,0.6428571428571429,0.5714285714285714,0.027027027027027025,0.02830188679245283,0.06015037593984962,2.5714285714285716,19.357142857142858,10.5,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.055555555555555546,0.02952029520295203,0.02040816326530612,1.0,24.285714285714285,14.285714285714286,0.0,0.7142857142857143,0.35714285714285715,0.0,0.029411764705882356,0.024999999999999998,1.2857142857142858,19.0,9.285714285714286,0.0,0.2857142857142857,0.21428571428571427,0.0,0.015037593984962405,0.023076923076923075,0.8571428571428571,15.928571428571429,7.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.017937219730941704,0.02040816326530612,1.0,11.5,4.357142857142857,0.0,0.07142857142857142,0.07142857142857142,0.0,0.006211180124223602,0.01639344262295082,0.0,4.857142857142857,1.2142857142857142,0.0,0.07142857142857142,0.0,,0.014705882352941176,0.0
08-11,0.2857142857142857,3.5714285714285716,1.7857142857142858,10.357142857142858,150.85714285714286,75.0,0.02758620689655172,0.023674242424242424,0.02380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,26.285714285714285,15.5,0.0,1.0,0.14285714285714285,0.0,0.03804347826086957,0.009216589861751152,2.7142857142857144,24.071428571428573,9.714285714285714,0.07142857142857142,0.6428571428571429,0.5714285714285714,0.02631578947368421,0.026706231454005934,0.058823529411764705,2.5714285714285716,20.714285714285715,11.357142857142858,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.055555555555555546,0.02758620689655172,0.018867924528301886,1.2142857142857142,25.714285714285715,15.142857142857142,0.0,0.7142857142857143,0.42857142857142855,0.0,0.027777777777777776,0.02830188679245283,1.4285714285714286,19.857142857142858,10.071428571428571,0.0,0.2857142857142857,0.21428571428571427,0.0,0.014388489208633093,0.02127659574468085,0.9285714285714286,16.928571428571427,7.5,0.0,0.21428571428571427,0.14285714285714285,0.0,0.012658227848101266,0.019047619047619046,1.0,11.928571428571429,4.5,0.0,0.07142857142857142,0.07142857142857142,0.0,0.005988023952095808,0.015873015873015872,0.0,5.357142857142857,1.2142857142857142,0.0,0.07142857142857142,0.0,,0.013333333333333334,0.0
08-12,0.35714285714285715,3.7142857142857144,1.8571428571428572,10.642857142857142,158.57142857142858,78.85714285714286,0.03355704697986577,0.023423423423423424,0.02355072463768116,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,27.928571428571427,16.214285714285715,0.0,1.0,0.21428571428571427,0.0,0.03580562659846547,0.013215859030837003,2.7857142857142856,25.285714285714285,10.285714285714286,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.05128205128205128,0.028248587570621472,0.055555555555555546,2.5714285714285716,21.642857142857142,12.0,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.055555555555555546,0.026402640264026403,0.017857142857142856,1.3571428571428572,26.428571428571427,15.857142857142858,0.0,0.7142857142857143,0.42857142857142855,0.0,0.02702702702702703,0.027027027027027025,1.4285714285714286,21.071428571428573,10.642857142857142,0.0,0.2857142857142857,0.21428571428571427,0.0,0.013559322033898303,0.020134228187919462,1.0,17.857142857142858,7.928571428571429,0.0,0.2857142857142857,0.14285714285714285,0.0,0.016,0.018018018018018018,1.0,12.5,4.714285714285714,0.0,0.07142857142857142,0.07142857142857142,0.0,0.005714285714285714,0.01515151515151515,0.0,5.857142857142857,1.2142857142857142,0.0,0.07142857142857142,0.0,,0.012195121951219513,0.0
08-13,0.2857142857142857,2.142857142857143,1.6428571428571428,8.357142857142858,120.35714285714286,60.642857142857146,0.034188034188034185,0.01780415430267062,0.0270906949352179,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,21.642857142857142,13.071428571428571,0.0,0.7857142857142857,0.21428571428571427,0.0,0.036303630363036306,0.01639344262295082,2.357142857142857,17.5,6.642857142857143,0.07142857142857142,0.42857142857142855,0.5,0.0303030303030303,0.024489795918367346,0.07526881720430108,1.8571428571428572,17.142857142857142,9.571428571428571,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.07692307692307691,0.016666666666666666,0.014925373134328358,0.8571428571428571,21.214285714285715,13.5,0.0,0.2857142857142857,0.35714285714285715,0.0,0.013468013468013467,0.026455026455026457,1.5,15.928571428571429,8.142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.0,0.013452914798206277,0.017543859649122806,0.7142857142857143,13.214285714285714,5.857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.0,0.005405405405405406,0.024390243902439025,0.7142857142857143,9.714285714285714,3.2142857142857144,0.0,0.07142857142857142,0.14285714285714285,0.0,0.007352941176470588,0.04444444444444444,0.0,3.9285714285714284,0.6428571428571429,0.0,0.0,0.0,,0.0,0.0
08-14,0.2857142857142857,2.5,1.8571428571428572,8.142857142857142,118.07142857142857,61.142857142857146,0.03508771929824561,0.02117362371445856,0.030373831775700934,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35714285714285715,21.785714285714285,13.357142857142858,0.0,0.9285714285714286,0.21428571428571427,0.0,0.042622950819672135,0.0160427807486631,2.357142857142857,17.5,6.714285714285714,0.07142857142857142,0.42857142857142855,0.5714285714285714,0.0303030303030303,0.024489795918367346,0.0851063829787234,1.7142857142857142,16.5,9.428571428571429,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.08333333333333333,0.021645021645021644,0.01515151515151515,0.7857142857142857,20.571428571428573,13.071428571428571,0.0,0.2857142857142857,0.5,0.0,0.013888888888888886,0.03825136612021858,1.5714285714285714,15.357142857142858,8.357142857142858,0.0,0.2857142857142857,0.14285714285714285,0.0,0.018604651162790697,0.017094017094017092,0.7857142857142857,12.714285714285714,6.428571428571429,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0056179775280898875,0.02222222222222222,0.5714285714285714,9.571428571428571,3.0714285714285716,0.0,0.14285714285714285,0.14285714285714285,0.0,0.014925373134328358,0.04651162790697674,0.0,4.0,0.7142857142857143,0.0,0.0,0.0,,0.0,0.0
08-15,0.2857142857142857,2.7142857142857144,1.6428571428571428,8.5,127.21428571428571,66.78571428571429,0.03361344537815126,0.021336327905670974,0.02459893048128342,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42857142857142855,23.571428571428573,14.714285714285714,0.0,1.0,0.21428571428571427,0.0,0.04242424242424242,0.014563106796116505,2.4285714285714284,19.214285714285715,7.428571428571429,0.07142857142857142,0.42857142857142855,0.5,0.029411764705882353,0.022304832713754646,0.0673076923076923,1.7857142857142858,17.571428571428573,9.928571428571429,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.07999999999999999,0.02032520325203252,0.014388489208633093,0.8571428571428571,21.571428571428573,14.785714285714286,0.0,0.2857142857142857,0.35714285714285715,0.0,0.01324503311258278,0.024154589371980676,1.6428571428571428,16.785714285714285,9.142857142857142,0.0,0.35714285714285715,0.14285714285714285,0.0,0.021276595744680854,0.015625,0.7857142857142857,14.071428571428571,6.857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.0,0.005076142131979695,0.020833333333333332,0.5714285714285714,10.071428571428571,3.2142857142857144,0.0,0.21428571428571427,0.14285714285714285,0.0,0.02127659574468085,0.04444444444444444,0.0,4.285714285714286,0.7142857142857143,0.0,0.0,0.0,,0.0,0.0
